Gene,Score
GENE_07330,2.94304833527
GENE_05224,2.93565790233
GENE_06738,2.93540620639
GENE_00055,2.93128011912
GENE_05846,2.92727009247
GENE_05157,2.91817355506
GENE_00251,2.91786194705
GENE_00086,2.9154021177
GENE_10185,2.91410921577
GENE_00296,2.89959987543
GENE_00489,2.88163975695
GENE_00376,2.87232063672
GENE_03241,2.86840305567
GENE_00243,2.86575519417
GENE_07872,2.86521202309
GENE_00352,2.8576596232
GENE_00191,2.85639879432
GENE_00239,2.8524333348
GENE_00293,2.84960209702
GENE_00175,2.82718324904
GENE_00312,2.82541634899
GENE_05673,2.824330591
GENE_07874,2.8242204264
GENE_00034,2.8225449121
GENE_00166,2.82206015999
GENE_00075,2.82190250438
GENE_04047,2.81465444447
GENE_00138,2.81351721737
GENE_00313,2.813509636
GENE_00298,2.81286211884
GENE_00064,2.81252582239
GENE_10581,2.80137298963
GENE_07441,2.79220886791
GENE_00327,2.79166269396
GENE_00120,2.79103194704
GENE_00161,2.78708460374
GENE_00145,2.78182287178
GENE_06350,2.77996362422
GENE_00259,2.77463405343
GENE_09258,2.76837360563
GENE_00007,2.76743472915
GENE_02035,2.75966003891
GENE_00215,2.75896922049
GENE_00467,2.75750771005
GENE_04784,2.75521774372
GENE_00119,2.75193303269
GENE_00302,2.74729360512
GENE_00040,2.73846658
GENE_07624,2.72191214791
GENE_00433,2.7175422558
GENE_11226,2.71481693949
GENE_00185,2.71400049409
GENE_00410,2.71161487809
GENE_07096,2.71079429904
GENE_07736,2.71033164433
GENE_05808,2.70302756441
GENE_08311,2.69832883594
GENE_02801,2.69303366398
GENE_00364,2.69014399171
GENE_00222,2.68626019037
GENE_00427,2.68605146
GENE_00316,2.68195297129
GENE_00229,2.67959774893
GENE_00445,2.66967254883
GENE_06958,2.66690522232
GENE_00281,2.66213067452
GENE_00159,2.65655360863
GENE_00213,2.65139125131
GENE_00002,2.6476885381
GENE_00424,2.64537594959
GENE_01934,2.64434334702
GENE_06058,2.64201191049
GENE_06252,2.63788175226
GENE_08095,2.63666914195
GENE_00235,2.63391902232
GENE_10457,2.63238620468
GENE_00755,2.63238206484
GENE_00299,2.62962884192
GENE_00329,2.62834550926
GENE_00180,2.62566734777
GENE_00328,2.62411981705
GENE_00405,2.62284993235
GENE_02574,2.62079309103
GENE_00466,2.61416670004
GENE_00053,2.61167628884
GENE_00303,2.61037026543
GENE_07783,2.60685916315
GENE_01453,2.60168311418
GENE_07766,2.59882290007
GENE_00321,2.59515702544
GENE_01649,2.58956364202
GENE_00287,2.58831720648
GENE_05271,2.58790897353
GENE_00124,2.5868570938
GENE_08602,2.58597517568
GENE_08342,2.58357366017
GENE_01233,2.57970933765
GENE_00476,2.57655696306
GENE_00654,2.57335980325
GENE_10355,2.57275238924
GENE_05376,2.57199531749
GENE_00210,2.57089051069
GENE_00201,2.56078452637
GENE_06917,2.56050295936
GENE_00762,2.56008453827
GENE_01491,2.55819928567
GENE_04851,2.54900970872
GENE_00308,2.54709738117
GENE_00009,2.54256004359
GENE_05111,2.53938162278
GENE_00495,2.53891004368
GENE_09692,2.53036966864
GENE_06848,2.52992774925
GENE_00880,2.52693242587
GENE_00148,2.52194156562
GENE_00360,2.51934651424
GENE_00208,2.51504768631
GENE_00206,2.51503526721
GENE_00409,2.51443883406
GENE_00207,2.51378595091
GENE_00089,2.51326743311
GENE_03553,2.51155655158
GENE_08500,2.50544890536
GENE_00242,2.50498727898
GENE_00453,2.50404651552
GENE_10120,2.50317179091
GENE_05535,2.50090049793
GENE_06485,2.49843048372
GENE_00371,2.49799829125
GENE_05670,2.49741512642
GENE_00000,2.49671415301
GENE_01291,2.49299951743
GENE_06022,2.4921839986
GENE_00391,2.49191917151
GENE_03686,2.48518991668
GENE_00183,2.48247241524
GENE_00157,2.47383292091
GENE_00133,2.47359243064
GENE_00186,2.47323762457
GENE_00275,2.46210347426
GENE_08276,2.45987198503
GENE_00847,2.45530013991
GENE_07259,2.45236991287
GENE_00614,2.44575197962
GENE_00258,2.44381942815
GENE_11454,2.44125584527
GENE_06844,2.44122172247
GENE_01165,2.43975240634
GENE_02544,2.42671648635
GENE_07937,2.41877777931
GENE_00338,2.41293145428
GENE_00165,2.41278092694
GENE_02120,2.41261542161
GENE_02989,2.41167667558
GENE_00249,2.40498171096
GENE_07511,2.40483754225
GENE_00105,2.40405085681
GENE_01116,2.40341558524
GENE_00363,2.4017117221
GENE_09627,2.40158366103
GENE_05035,2.39436190058
GENE_04989,2.39210963527
GENE_04716,2.38837199287
GENE_06063,2.38796770552
GENE_00195,2.38531737973
GENE_00440,2.38406544894
GENE_05204,2.38171353173
GENE_00027,2.37569801835
GENE_07332,2.36928730081
GENE_07210,2.36741436403
GENE_00446,2.3665982461
GENE_06617,2.365407772
GENE_02471,2.36387249462
GENE_00068,2.36163602505
GENE_00070,2.36139560551
GENE_11163,2.3596142591
GENE_00200,2.35778736035
GENE_00081,2.35711257151
GENE_00294,2.35701548597
GENE_10380,2.34910855803
GENE_04186,2.3490757867
GENE_00151,2.3464482095
GENE_08696,2.3456241619
GENE_04855,2.34365405281
GENE_00048,2.34361828957
GENE_00386,2.34175597578
GENE_00173,2.34115197482
GENE_06106,2.33782774539
GENE_00414,2.33231401198
GENE_00058,2.3312634314
GENE_00087,2.32875110966
GENE_06316,2.32469891432
GENE_05085,2.32467330585
GENE_00318,2.32416635249
GENE_00050,2.32408396939
GENE_00358,2.32271856034
GENE_09907,2.32260922526
GENE_03319,2.32004072202
GENE_01276,2.31932953998
GENE_07757,2.31763678867
GENE_00017,2.3142473326
GENE_00477,2.31125015454
GENE_00350,2.3109075656
GENE_03717,2.30791625062
GENE_00297,2.30729952088
GENE_08660,2.30594658597
GENE_09802,2.30563683737
GENE_03592,2.3036387521
GENE_00115,2.30154734233
GENE_10564,2.29996912439
GENE_00822,2.29889812362
GENE_00149,2.29698467323
GENE_00096,2.29612027706
GENE_00154,2.2930724733
GENE_06202,2.29191126682
GENE_01161,2.29094257259
GENE_07414,2.28879066088
GENE_03192,2.28165183654
GENE_00288,2.28099186774
GENE_05024,2.27708649805
GENE_00174,2.27669079933
GENE_05150,2.27582542765
GENE_03434,2.27243472045
GENE_03398,2.27144974542
GENE_00583,2.2706928578
GENE_11164,2.26899161166
GENE_00097,2.26105527218
GENE_00144,2.25988279425
GENE_00108,2.25755039072
GENE_08039,2.25403810892
GENE_01157,2.25243580534
GENE_00150,2.25049285035
GENE_00342,2.24496657111
GENE_00341,2.24368721149
GENE_00012,2.24196227157
GENE_08937,2.24092655621
GENE_10949,2.23311591713
GENE_00153,2.23225369716
GENE_00345,2.23204993736
GENE_05939,2.23149891103
GENE_01911,2.23130014619
GENE_00140,2.2274599346
GENE_00366,2.22409248181
GENE_02838,2.21878023345
GENE_00231,2.21645858958
GENE_08478,2.21432994256
GENE_00192,2.21409374413
GENE_00463,2.21397991073
GENE_03659,2.2125310394
GENE_08291,2.21068972602
GENE_01229,2.21052300159
GENE_07995,2.20985566575
GENE_08447,2.20960557604
GENE_00036,2.208863595
GENE_08198,2.20646897988
GENE_00483,2.20346363587
GENE_06042,2.20201392466
GENE_00276,2.19905969557
GENE_00039,2.19686123587
GENE_06613,2.19664605498
GENE_04247,2.19622314215
GENE_08354,2.19344955029
GENE_08293,2.19041700119
GENE_00237,2.18645431477
GENE_08227,2.18573061672
GENE_05036,2.18509489504
GENE_00143,2.18463385853
GENE_03952,2.18409673338
GENE_00377,2.18334200574
GENE_06016,2.17856217399
GENE_00107,2.17457781283
GENE_00194,2.17318092585
GENE_09523,2.1718026674
GENE_00041,2.17136828119
GENE_11049,2.17119286106
GENE_01766,2.1709427175
GENE_04020,2.16993658808
GENE_09834,2.16552145221
GENE_03380,2.16505606781
GENE_01413,2.1650023449
GENE_00909,2.16325472331
GENE_07957,2.1591211546
GENE_01382,2.15730821327
GENE_09568,2.15634963173
GENE_04655,2.15492867738
GENE_00197,2.15372510595
GENE_00385,2.15039378648
GENE_10697,2.14870629394
GENE_08557,2.14829686379
GENE_06356,2.14582492508
GENE_01219,2.14514912777
GENE_06572,2.14300705458
GENE_01023,2.14227035861
GENE_06766,2.13558673008
GENE_11280,2.13532112398
GENE_00269,2.13074057729
GENE_03580,2.12477140302
GENE_07497,2.12455622983
GENE_07187,2.12163130733
GENE_08018,2.12099356585
GENE_00408,2.12029563171
GENE_00305,2.11732738331
GENE_10519,2.11732414437
GENE_10189,2.11680305496
GENE_10711,2.11601205683
GENE_00417,2.11567463429
GENE_00280,2.11351734525
GENE_07464,2.1112963341
GENE_00025,2.11092258971
GENE_05961,2.10529742946
GENE_02218,2.09972178917
GENE_00128,2.09965136509
GENE_07955,2.0994075205
GENE_05783,2.09822147455
GENE_04365,2.09793933913
GENE_00368,2.09767609855
GENE_00090,2.09707754935
GENE_00320,2.09699596499
GENE_03534,2.09584350181
GENE_04280,2.09319793221
GENE_00078,2.09176077654
GENE_06987,2.09109427273
GENE_02175,2.08953872169
GENE_02549,2.08844277287
GENE_01102,2.08837470478
GENE_00076,2.08704706824
GENE_03312,2.08604704954
GENE_05636,2.08471292123
GENE_05493,2.08266032211
GENE_00219,2.08187413939
GENE_07999,2.0777775852
GENE_00492,2.07736830765
GENE_08197,2.07734343957
GENE_01083,2.07674798356
GENE_00332,2.07580455819
GENE_00561,2.07540079865
GENE_01012,2.07526087263
GENE_04523,2.07506503935
GENE_00435,2.07409478042
GENE_01924,2.07408266975
GENE_00278,2.06980208499
GENE_00131,2.06856297481
GENE_05235,2.06822604151
GENE_03527,2.06790633816
GENE_00022,2.06752820469
GENE_00419,2.06751848141
GENE_00226,2.0642800191
GENE_06758,2.06422013485
GENE_01638,2.06252491924
GENE_01496,2.06150357664
GENE_10319,2.06042269844
GENE_00112,2.06023020994
GENE_07077,2.05984500174
GENE_00198,2.05820871845
GENE_06380,2.0578111771
GENE_01597,2.05749546971
GENE_02528,2.05654356483
GENE_01426,2.05620712994
GENE_09074,2.0545148894
GENE_07860,2.05419384126
GENE_09859,2.05409244144
GENE_05959,2.05381869009
GENE_03455,2.0529720245
GENE_08406,2.05207331142
GENE_08744,2.05124694327
GENE_03602,2.04981209579
GENE_07020,2.0487082577
GENE_00403,2.04698059376
GENE_03409,2.04686219572
GENE_08895,2.04565454768
GENE_00232,2.0455718399
GENE_07647,2.0444815572
GENE_05017,2.04217791053
GENE_03757,2.04207604014
GENE_04377,2.04206965293
GENE_09629,2.040133886
GENE_08688,2.03721063972
GENE_05546,2.03587353518
GENE_09086,2.03553145672
GENE_00461,2.03526355197
GENE_09429,2.02681711604
GENE_00370,2.02451017426
GENE_02192,2.02430962329
GENE_02178,2.02360621923
GENE_05259,2.02259023057
GENE_09942,2.02217410009
GENE_00315,2.02100384163
GENE_03968,2.01527511046
GENE_09131,2.01355429465
GENE_01392,2.01338724753
GENE_00176,2.01300189188
GENE_00367,2.01259240078
GENE_02702,2.0122704457
GENE_00273,2.01023306102
GENE_00869,2.01020453877
GENE_09555,2.00847301098
GENE_10769,2.00640863771
GENE_01495,2.00609288816
GENE_00402,2.00524369972
GENE_00098,2.00511345664
GENE_09630,2.00442330368
GENE_07850,2.00242746764
GENE_02304,1.99566748978
GENE_10774,1.99412374073
GENE_02482,1.99251535317
GENE_09087,1.9920944075
GENE_06820,1.99203663596
GENE_00490,1.99202735868
GENE_03412,1.9915533022
GENE_05982,1.99137041842
GENE_00330,1.98775322715
GENE_02973,1.98727599923
GENE_02734,1.9870611117
GENE_00032,1.98650277526
GENE_10039,1.98567641101
GENE_08035,1.98538039526
GENE_08484,1.98370413548
GENE_07260,1.98363365244
GENE_09521,1.98247045017
GENE_00356,1.98148686401
GENE_00354,1.9809837921
GENE_00304,1.97909840604
GENE_02242,1.97644058452
GENE_08296,1.97407868775
GENE_00111,1.97348612455
GENE_03394,1.97254217679
GENE_07375,1.97234447908
GENE_10272,1.96875730943
GENE_00441,1.96730525191
GENE_07282,1.96691696251
GENE_00116,1.96528823029
GENE_00072,1.96417396089
GENE_10646,1.96355283354
GENE_02724,1.96258719053
GENE_05480,1.95983725474
GENE_01929,1.95834745422
GENE_02720,1.95415743375
GENE_03365,1.95325913753
GENE_07058,1.95310719827
GENE_09294,1.95305969554
GENE_06183,1.95291738249
GENE_11289,1.94896311145
GENE_04342,1.94834264479
GENE_04541,1.94519507428
GENE_00439,1.9444523011
GENE_07359,1.94352888112
GENE_05787,1.94224559476
GENE_03265,1.94121743646
GENE_00261,1.94047464394
GENE_01695,1.93892899906
GENE_00450,1.93732090273
GENE_08592,1.93586102568
GENE_03495,1.93515404006
GENE_06862,1.93335974771
GENE_00066,1.92798987842
GENE_00187,1.92717108734
GENE_08545,1.92628585486
GENE_00109,1.92555408423
GENE_09310,1.9235134876
GENE_03988,1.92344579482
GENE_00172,1.92289829059
GENE_03582,1.92036750214
GENE_07478,1.91860633388
GENE_11456,1.91728796861
GENE_07551,1.91725914843
GENE_01109,1.91403135387
GENE_08482,1.91268813436
GENE_06972,1.91200546905
GENE_08307,1.91160606706
GENE_03233,1.91141908714
GENE_00443,1.91087996049
GENE_00501,1.90941664047
GENE_10300,1.90749067255
GENE_02836,1.90413658957
GENE_07871,1.90255820523
GENE_01800,1.90119068575
GENE_10478,1.90064904172
GENE_05580,1.90026842431
GENE_01707,1.8998819349
GENE_05709,1.89873498136
GENE_07166,1.89788729266
GENE_03624,1.89776701675
GENE_03461,1.89728869477
GENE_09876,1.89612327625
GENE_10332,1.89550734599
GENE_08502,1.89514861211
GENE_00456,1.89296964005
GENE_06150,1.89219176083
GENE_00362,1.89123985154
GENE_03961,1.89044068516
GENE_11276,1.88928245425
GENE_07983,1.8892787955
GENE_05770,1.88843693961
GENE_03003,1.88768765734
GENE_00464,1.88767195031
GENE_10302,1.88762512063
GENE_00398,1.88546015475
GENE_00241,1.88526355853
GENE_01526,1.88458630593
GENE_00042,1.88435171761
GENE_00622,1.88202449648
GENE_00931,1.88115706944
GENE_06223,1.87987454942
GENE_00605,1.87679581256
GENE_01624,1.87329777622
GENE_00480,1.87208240852
GENE_06842,1.87107448231
GENE_02552,1.87096517537
GENE_11270,1.87013869282
GENE_00319,1.86985694563
GENE_08850,1.86906650368
GENE_04226,1.86881784054
GENE_06132,1.86860321916
GENE_10539,1.86852718807
GENE_06203,1.86746200416
GENE_10111,1.86419952589
GENE_08586,1.86404853041
GENE_00001,1.86173569883
GENE_03531,1.85770234354
GENE_00407,1.85762051498
GENE_04216,1.85664743656
GENE_03920,1.85550331479
GENE_01519,1.85409256633
GENE_00335,1.8529426185
GENE_07634,1.85204004481
GENE_10931,1.85078114244
GENE_04461,1.84936214139
GENE_00650,1.84895609495
GENE_10080,1.84866306897
GENE_02915,1.8486088333
GENE_00286,1.84821490496
GENE_09110,1.84810910411
GENE_09504,1.84804019177
GENE_09516,1.8478669957
GENE_00885,1.84670732574
GENE_00944,1.84663699605
GENE_06861,1.8463959206
GENE_08941,1.84181560939
GENE_00353,1.84006147004
GENE_00104,1.83871428833
GENE_01729,1.8381836768
GENE_11293,1.83413456436
GENE_06821,1.83389654602
GENE_08133,1.83256124036
GENE_02814,1.83255704348
GENE_09943,1.83117713557
GENE_10972,1.83074382483
GENE_03189,1.82962020172
GENE_01379,1.82600971355
GENE_04577,1.82054390794
GENE_07255,1.81977178731
GENE_05803,1.8188985322
GENE_03075,1.81806192256
GENE_06655,1.81675562958
GENE_00061,1.81434102334
GENE_04178,1.81340769852
GENE_00769,1.812448558
GENE_10388,1.81155577319
GENE_10629,1.81052247842
GENE_00497,1.80966132192
GENE_02640,1.80930634973
GENE_00114,1.80763903522
GENE_08322,1.80763080567
GENE_05230,1.80760850777
GENE_03373,1.80719664364
GENE_06957,1.80608911784
GENE_11159,1.80566887812
GENE_06887,1.80557443269
GENE_09405,1.80541684642
GENE_02200,1.80434810979
GENE_09941,1.80152840783
GENE_05175,1.80143009927
GENE_00967,1.80094043291
GENE_02026,1.80051118151
GENE_04127,1.79872501835
GENE_06645,1.79848008714
GENE_00309,1.79780734757
GENE_00996,1.79768652685
GENE_06641,1.79666520168
GENE_03339,1.79636082293
GENE_00863,1.7958776731
GENE_02311,1.79521135591
GENE_00875,1.79455786352
GENE_10019,1.79452484839
GENE_00290,1.79187774964
GENE_06365,1.78734641443
GENE_09268,1.7872399646
GENE_00349,1.78655284829
GENE_05220,1.78477503919
GENE_06729,1.7839225952
GENE_07516,1.78290560007
GENE_00310,1.78231879677
GENE_03215,1.78179890877
GENE_10063,1.78168478647
GENE_00080,1.78032811216
GENE_00465,1.77903040047
GENE_11197,1.77729476803
GENE_00184,1.77653721467
GENE_07198,1.77549084924
GENE_01851,1.77531089261
GENE_00021,1.77422369951
GENE_01541,1.77225159667
GENE_00767,1.77080063564
GENE_10170,1.76991306766
GENE_05447,1.76816929306
GENE_05611,1.76651180033
GENE_00005,1.76586304305
GENE_00004,1.76584662528
GENE_00099,1.76541286662
GENE_07440,1.76491380555
GENE_10369,1.76482588379
GENE_00217,1.76318139326
GENE_08916,1.76297965254
GENE_03308,1.76118812487
GENE_02579,1.7586204842
GENE_02750,1.75547569832
GENE_03066,1.75493307165
GENE_00707,1.75479418198
GENE_00168,1.754611884
GENE_07116,1.75319480207
GENE_08607,1.75229190912
GENE_00677,1.75227044342
GENE_00422,1.75103585152
GENE_00475,1.75096396044
GENE_06918,1.75092594193
GENE_02440,1.74958390421
GENE_01209,1.74957674319
GENE_04944,1.74813706912
GENE_00264,1.74743184861
GENE_02955,1.74736319792
GENE_09387,1.74649063159
GENE_08166,1.74585897027
GENE_07510,1.74486140662
GENE_06718,1.74458387008
GENE_08704,1.74431111474
GENE_06599,1.7409414866
GENE_02290,1.7388996638
GENE_02812,1.73885135185
GENE_08884,1.73798498512
GENE_01014,1.73596380317
GENE_00178,1.73534316676
GENE_03054,1.73493657584
GENE_09416,1.73404195442
GENE_01910,1.73251499949
GENE_05189,1.73116963177
GENE_00432,1.73059316556
GENE_11081,1.73051795183
GENE_07475,1.73032181486
GENE_07366,1.72796383538
GENE_01024,1.7275431701
GENE_01482,1.72696385123
GENE_04621,1.72622654564
GENE_07500,1.72569379281
GENE_00470,1.72494830285
GENE_02897,1.72469664976
GENE_07807,1.72307471765
GENE_05721,1.72215509781
GENE_02481,1.71937790621
GENE_04561,1.71904061284
GENE_11367,1.7184396156
GENE_08261,1.71836399576
GENE_05624,1.71590763113
GENE_09879,1.71271141128
GENE_03512,1.71204028402
GENE_01371,1.71170848014
GENE_00357,1.71134136108
GENE_05694,1.71102880919
GENE_01739,1.71061337258
GENE_00029,1.70830625021
GENE_06074,1.70732980956
GENE_10819,1.70536235651
GENE_05452,1.7045920933
GENE_02825,1.70410551626
GENE_05093,1.70410207806
GENE_03721,1.70317260992
GENE_03071,1.70251465813
GENE_01451,1.70221494464
GENE_00077,1.70099264953
GENE_02634,1.69995737458
GENE_04328,1.69943598301
GENE_00043,1.69889630441
GENE_08537,1.69762377971
GENE_00709,1.69645636829
GENE_03460,1.69572287781
GENE_01771,1.69505104043
GENE_06855,1.69354713341
GENE_06516,1.69234657246
GENE_10922,1.6923130191
GENE_00057,1.69078762415
GENE_00317,1.68973324341
GENE_05540,1.68918893365
GENE_07231,1.68754805524
GENE_10240,1.68570175403
GENE_02731,1.68501427871
GENE_00214,1.68473075536
GENE_05383,1.6845248346
GENE_01040,1.68392769146
GENE_08920,1.68331457593
GENE_06730,1.68149245742
GENE_07549,1.67974738222
GENE_04082,1.67867467337
GENE_00337,1.67861415835
GENE_10744,1.67817992212
GENE_00137,1.67793848379
GENE_01236,1.67770081408
GENE_10459,1.67762544216
GENE_04495,1.67737708781
GENE_11209,1.67723959297
GENE_09251,1.67720050997
GENE_07091,1.67711587019
GENE_09787,1.67645496191
GENE_00571,1.67643731228
GENE_03296,1.67639302721
GENE_05345,1.67485967291
GENE_02323,1.67449243335
GENE_09976,1.67427076607
GENE_02404,1.6734520903
GENE_05934,1.67344188562
GENE_05116,1.67336394615
GENE_06803,1.6728682019
GENE_01256,1.67257238684
GENE_00093,1.6723378534
GENE_05885,1.6722659041
GENE_05908,1.67134757544
GENE_05541,1.6699227814
GENE_01466,1.66990450435
GENE_03902,1.66906952583
GENE_00641,1.66902152529
GENE_06763,1.66725684175
GENE_03212,1.66722411155
GENE_08985,1.66666325923
GENE_07405,1.66560321369
GENE_00245,1.66549876416
GENE_00738,1.66547444446
GENE_04667,1.66535191762
GENE_10986,1.66525223394
GENE_09499,1.66514238254
GENE_08147,1.66464182197
GENE_09200,1.66419205478
GENE_08663,1.66398627981
GENE_04920,1.66373283214
GENE_08325,1.66293144719
GENE_02151,1.66147016573
GENE_01542,1.66125921455
GENE_00102,1.65728548347
GENE_04129,1.65620825206
GENE_03119,1.65540711309
GENE_03867,1.65361726849
GENE_05976,1.65330963718
GENE_07998,1.65291305123
GENE_06768,1.65057296323
GENE_03102,1.64948089432
GENE_08657,1.64787760578
GENE_10834,1.64535495227
GENE_05582,1.64354150912
GENE_03998,1.6433781558
GENE_02105,1.64267295326
GENE_01154,1.64201516014
GENE_08323,1.64142862772
GENE_03981,1.64061456349
GENE_01760,1.63996452937
GENE_07808,1.63925651674
GENE_01235,1.63911680544
GENE_07992,1.6389605276
GENE_04141,1.63835973227
GENE_07724,1.6372116447
GENE_07961,1.63708240799
GENE_05475,1.63673996183
GENE_04985,1.63579780614
GENE_04602,1.63506639453
GENE_01124,1.6334315323
GENE_03073,1.63185689909
GENE_08386,1.63012996487
GENE_04114,1.62964213111
GENE_10569,1.62931851744
GENE_03523,1.6291663649
GENE_03345,1.62846855477
GENE_01239,1.62839662313
GENE_08368,1.62643073461
GENE_02837,1.62595891536
GENE_10920,1.62533030908
GENE_01607,1.62467845847
GENE_05038,1.62388499281
GENE_10337,1.62352921089
GENE_05981,1.62325669053
GENE_10244,1.62187374779
GENE_05284,1.61878763966
GENE_02244,1.61721257497
GENE_08640,1.61704492452
GENE_10438,1.61652165451
GENE_04645,1.61630004272
GENE_08238,1.61587249012
GENE_01881,1.61558282355
GENE_01674,1.61537568947
GENE_00051,1.61491771958
GENE_03904,1.61477879071
GENE_00279,1.61468640314
GENE_01132,1.61371126906
GENE_09116,1.61297817059
GENE_09898,1.61286837071
GENE_01758,1.61227825799
GENE_01812,1.61222062826
GENE_09189,1.61029298048
GENE_04887,1.60952066578
GENE_03844,1.60878085573
GENE_09021,1.60806724717
GENE_07006,1.60791506112
GENE_00094,1.60789184687
GENE_05067,1.6075783064
GENE_01437,1.60734557602
GENE_09081,1.60567795808
GENE_07068,1.60561983257
GENE_07034,1.60535596236
GENE_11089,1.60473501229
GENE_04744,1.60433910831
GENE_11323,1.60370185547
GENE_08990,1.60107430616
GENE_10763,1.60090799189
GENE_08176,1.60009784682
GENE_05499,1.59947094011
GENE_10095,1.59912324084
GENE_00365,1.59877952811
GENE_01897,1.5986471705
GENE_04028,1.5985381121
GENE_05010,1.59832180764
GENE_11025,1.59811089575
GENE_07970,1.59739729322
GENE_01148,1.59450506322
GENE_03535,1.59444239175
GENE_06584,1.5941779562
GENE_00624,1.59318662664
GENE_07844,1.59296409603
GENE_04728,1.59266999828
GENE_08700,1.59202489858
GENE_06178,1.59140036776
GENE_09477,1.59079574217
GENE_03347,1.59058207262
GENE_05984,1.59040356857
GENE_03332,1.58983897818
GENE_08459,1.5895230361
GENE_09677,1.58944128356
GENE_09964,1.58914730164
GENE_05369,1.58894032844
GENE_03443,1.58862692804
GENE_08997,1.58844717624
GENE_09775,1.58740060242
GENE_08619,1.58449437516
GENE_06205,1.5821167513
GENE_02164,1.58054068657
GENE_10784,1.58033977082
GENE_00826,1.57957214573
GENE_06164,1.57943789169
GENE_00101,1.57935467723
GENE_10767,1.57894509272
GENE_10771,1.5783426775
GENE_02928,1.57811805756
GENE_00913,1.57745327976
GENE_09471,1.57617252774
GENE_07706,1.5758758095
GENE_10297,1.57458635776
GENE_08392,1.57414678603
GENE_01035,1.57398676329
GENE_05290,1.57373421656
GENE_02751,1.57301972521
GENE_06797,1.57239821027
GENE_08671,1.56962858694
GENE_08771,1.56851898547
GENE_05647,1.56818242953
GENE_10083,1.56685470721
GENE_00928,1.56552402923
GENE_02709,1.56341335883
GENE_02832,1.56288876851
GENE_11079,1.56235450937
GENE_01387,1.56151119673
GENE_06978,1.56025552953
GENE_00268,1.5599555133
GENE_04112,1.5587891845
GENE_09706,1.55790543232
GENE_10764,1.55641603557
GENE_07217,1.55519853415
GENE_11352,1.55428244161
GENE_02738,1.55416042071
GENE_00190,1.55348504793
GENE_06510,1.55124526643
GENE_00836,1.55050049281
GENE_00404,1.54993452852
GENE_02137,1.5490201515
GENE_06080,1.54863929502
GENE_00862,1.54750520133
GENE_10020,1.54484146242
GENE_01527,1.54324352827
GENE_09075,1.54280677377
GENE_07730,1.54273636728
GENE_09434,1.54254721137
GENE_07683,1.54227662766
GENE_01494,1.54210995257
GENE_10500,1.5413211448
GENE_10530,1.54075237652
GENE_06532,1.54044123978
GENE_05589,1.54032397982
GENE_00046,1.53936122904
