axis	random_set_id	n_genes	genes	protein_name	spearman
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R013	9	GNG11;CALM2;ANXA2;RPS23;TMCO1;CFAP36;ATP5MPL;PRKDC;ARHGAP5	HLA_A	-0.1368637052106053
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R013	9	GNG11;CALM2;ANXA2;RPS23;TMCO1;CFAP36;ATP5MPL;PRKDC;ARHGAP5	CD274	-0.014631716193568966
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R014	9	RPS9;RPL13A;TFPI2;RPL28;H1FX;USP48;TOP1;LSM7;ATF2	HLA_A	0.0345158015773109
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R014	9	RPS9;RPL13A;TFPI2;RPL28;H1FX;USP48;TOP1;LSM7;ATF2	CD274	0.10769284355527561
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R015	9	SRP14;ATP5MG;HNRNPA2B1;RPS14;EIF4G2;TTC19;TMBIM6;MAP1B;WDR55	HLA_A	-0.07472620962291157
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R015	9	SRP14;ATP5MG;HNRNPA2B1;RPS14;EIF4G2;TTC19;TMBIM6;MAP1B;WDR55	CD274	-0.089234287975687
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R016	9	MYL6;NNMT;UBA52;RPL19;KDELR1;POLR2B;HSPB1;NOL7;SCN1B	HLA_A	0.08535042635232351
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R016	9	MYL6;NNMT;UBA52;RPL19;KDELR1;POLR2B;HSPB1;NOL7;SCN1B	CD274	0.07341302275379172
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R017	9	NDUFA4;SRSF9;CCT6A;TUBA1B;UBE2M;MTHFD2L;CD74;ZNHIT1;OBSL1	HLA_A	0.18132010038703728
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R017	9	NDUFA4;SRSF9;CCT6A;TUBA1B;UBE2M;MTHFD2L;CD74;ZNHIT1;OBSL1	CD274	0.1046113408518277
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R018	9	TUBA1C;GBP1;SKP1;S100A10;SRGN;QKI;TOP1;IFI16;AEBP1	HLA_A	-0.004900050142347251
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R018	9	TUBA1C;GBP1;SKP1;S100A10;SRGN;QKI;TOP1;IFI16;AEBP1	CD274	0.3965792355165882
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R019	9	RPS21;PSMB3;H3F3A;H3F3B;ODC1;SAC3D1;ATP5MC1;CYC1;AMFR	HLA_A	0.03837774145203301
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R019	9	RPS21;PSMB3;H3F3A;H3F3B;ODC1;SAC3D1;ATP5MC1;CYC1;AMFR	CD274	-0.018165200524058393
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R020	9	FKBP1A;SRSF9;PPP1R14B;RPL19;CKAP4;TM2D1;SSB;TOP2A;LOX	HLA_A	-0.05411525006341657
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R020	9	FKBP1A;SRSF9;PPP1R14B;RPL19;CKAP4;TM2D1;SSB;TOP2A;LOX	CD274	0.09655809847093187
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R021	9	SPANXB1;FN1;RPS21;HINT1;CDC37;CTPS1;KTN1;HPCAL1;B3GALNT2	HLA_A	-0.10690376376973859
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R021	9	SPANXB1;FN1;RPS21;HINT1;CDC37;CTPS1;KTN1;HPCAL1;B3GALNT2	CD274	0.11448133828653154
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R022	9	CCND1;RPL27A;HNRNPA2B1;RPL10;UBE2D2;TBX3;ASPH;PPM1G;EIF2B4	HLA_A	-0.16672789209326627
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R022	9	CCND1;RPL27A;HNRNPA2B1;RPL10;UBE2D2;TBX3;ASPH;PPM1G;EIF2B4	CD274	0.01030114816375075
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R023	9	PSMA3;H3F3A;SLC25A3;NACA;UBE2D2;TRIM16L;CTSL;HIF1A;AAAS	HLA_A	0.05458161785860058
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R023	9	PSMA3;H3F3A;SLC25A3;NACA;UBE2D2;TRIM16L;CTSL;HIF1A;AAAS	CD274	0.017322047345683364
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R024	9	PSMA3;FKBP1A;RPL27A;HINT1;CYC1;UGDH;EIF5A;LSM7;AL355338.1	HLA_A	0.027243423600173643
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R024	9	PSMA3;FKBP1A;RPL27A;HINT1;CYC1;UGDH;EIF5A;LSM7;AL355338.1	CD274	0.2100816449988987
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R025	9	PPP1R14B;RPL38;PSMA3;S100A6;UBE2I;ZDHHC3;CALR;ARL6IP4;VANGL1	HLA_A	-0.037130061394127514
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R025	9	PPP1R14B;RPL38;PSMA3;S100A6;UBE2I;ZDHHC3;CALR;ARL6IP4;VANGL1	CD274	0.02763076127279736
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R026	9	RPL34;UBB;ID1;RPS8;MDH2;SAC3D1;IGFBP7;RBCK1;SALL1	HLA_A	0.1610341326233926
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R026	9	RPL34;UBB;ID1;RPS8;MDH2;SAC3D1;IGFBP7;RBCK1;SALL1	CD274	0.10716947718536315
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R027	9	NDUFS5;HMGB1;PSMB1;H2AFZ;NDUFC1;TADA3;PTGR1;GSTO1;COL12A1	HLA_A	-0.05409085494539488
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R027	9	NDUFS5;HMGB1;PSMB1;H2AFZ;NDUFC1;TADA3;PTGR1;GSTO1;COL12A1	CD274	-0.023882950111135032
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R028	9	BRI3;EEF1B2;PFDN2;RPL8;NPC2;CCNA2;PSMD8;ATP6V1F;LOX	HLA_A	-0.06367215051394604
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R028	9	BRI3;EEF1B2;PFDN2;RPL8;NPC2;CCNA2;PSMD8;ATP6V1F;LOX	CD274	0.10306826959494428
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R029	9	SRSF9;ATP5MG;PARK7;HSPD1;BANF1;TCEAL8;MTDH;XRN2;MAP1S	HLA_A	-0.03542226159851472
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R029	9	SRSF9;ATP5MG;PARK7;HSPD1;BANF1;TCEAL8;MTDH;XRN2;MAP1S	CD274	-0.05417931678021047
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R030	9	RPL13A;MYL6;CLIC1;RPS27A;H1FX;MED31;IL11;NDUFC1;ZSWIM6	HLA_A	-0.061553541727204446
immune_evasion_antigen_presentation	immune_evasion_antigen_presentation_R030	9	RPL13A;MYL6;CLIC1;RPS27A;H1FX;MED31;IL11;NDUFC1;ZSWIM6	CD274	0.025459290291616584
ifn_jak_stat_response	ifn_jak_stat_response_R001	12	HOOK1;ANKRD1;GTF3C1;RPA3;ZC3H15;PARK7;KARS;SOCS1;CISD1;SLC12A7;SPPL2A;SUPT16H	CD274	0.1080790995852619
ifn_jak_stat_response	ifn_jak_stat_response_R002	12	SLC25A23;AC007114.2;SLC35B2;FOSL1;C19orf53;CYCS;C12orf43;APPBP2;DYNC1LI1;TTC21B;LMO4;DDX3X	CD274	0.057627395717013946
ifn_jak_stat_response	ifn_jak_stat_response_R003	12	RHOF;TMOD2;B4GALT3;HEBP2;COX7B;SUB1;BET1;RINT1;SMIM37;KCTD6;PIH1D1;FRG1	CD274	-0.0008504088605237243
ifn_jak_stat_response	ifn_jak_stat_response_R004	12	ZNF585B;AL022323.4;SOCS4;FXYD5;ANKRD11;NDUFB2;LSM10;PRC1;LAMB1;ARRDC2;CCDC86;DUSP1	CD274	-0.01956265218925929
ifn_jak_stat_response	ifn_jak_stat_response_R005	12	DEPDC4;RAET1E;DCTN1;EIF3J;SEC11A;GNG5;ADI1;TMEM209;SPART;B4GALT6;STX16;MED6	CD274	0.04968763604590159
ifn_jak_stat_response	ifn_jak_stat_response_R006	12	AL031058.1;HOXB-AS1;EXOSC10;REXO2;HSBP1;EEF1D;MPZL1;BCAT1;PPP1R2;GID4;DNAJB14;CFAP298	CD274	-0.04482461794390032
ifn_jak_stat_response	ifn_jak_stat_response_R007	12	RHOF;EHD3;AKAP13;EREG;DRAP1;CCT3;PFKP;XPOT;ZNRD1;PGAP1;NCBP2-AS2;LINC00221	CD274	-0.026237332498368696
ifn_jak_stat_response	ifn_jak_stat_response_R008	12	KCNK1;ZNF597;SMUG1;EIF3J;KDELR2;CSTB;S100A2;NVL;ECH1;ZSCAN21;RIOK3;THOC2	CD274	-0.014255479633344583
ifn_jak_stat_response	ifn_jak_stat_response_R009	12	AC110769.2;KIF27;GTF2H2;SMIM26;RPS10;RAC1;SGO2;C7orf26;EIF4A2;SMYD5;SLC2A4RG;POLR2C	CD274	0.023134309380721318
ifn_jak_stat_response	ifn_jak_stat_response_R010	12	PARS2;TMOD2;EXOSC10;ACTR3;HSBP1;CSTB;TFDP1;UBR7;SNX2;PCDH17;OXLD1;LRR1	CD274	0.04580652135138952
ifn_jak_stat_response	ifn_jak_stat_response_R011	12	TRPM2-AS;MAGIX;HAGH;SBDS;CALM1;SEM1;GRHPR;TRIO;MEAF6;STN1;SLC2A4RG;MEIS2	CD274	-0.005611893599901588
ifn_jak_stat_response	ifn_jak_stat_response_R012	12	SNCG;TBCCD1;RSRP1;POP5;HNRNPA1;UQCR10;GPS1;DNAJB2;GORASP2;DNAJC16;TOR3A;ZFR	CD274	-0.09867281710238839
ifn_jak_stat_response	ifn_jak_stat_response_R013	12	CYP2U1;NAIP;EPN2;MCFD2;RPS10;PSMB3;LIMS1;NUDT16;TUSC2;LINC01194;STX8;UHMK1	CD274	0.03236047805869886
ifn_jak_stat_response	ifn_jak_stat_response_R014	12	ZNF66;AC008946.1;RSRP1;LRPAP1;EID1;SEC61B;SMC2;PACS1;POLR2G;PECR;BAG6;VPS28	CD274	-0.040742373289154116
ifn_jak_stat_response	ifn_jak_stat_response_R015	12	ANKRD30B;SLC35E2A;SLF1;SEC62;ELOC;TKT;EIF4B;PPWD1;FAM49B;RNPC3;KIF22;ZFR	CD274	-0.04445580060220958
ifn_jak_stat_response	ifn_jak_stat_response_R016	12	ATP8B2;AC007114.2;CKAP2L;FOSL1;COX5B;TPM3;LSM10;TOB2;FAM49B;COL13A1;SPPL2A;IRF3	CD274	0.06727197802846059
ifn_jak_stat_response	ifn_jak_stat_response_R017	12	CATSPER1;FAM102B;CKAP2L;ANAPC5;SLC25A5;P4HB;TSFM;IL15;FUBP1;NUAK2;PIGS;LINC00221	CD274	0.014659040805731936
ifn_jak_stat_response	ifn_jak_stat_response_R018	12	MCOLN3;SNPH;CBLL1;SYNCRIP;LY6E;PPP1R14B;LEPROT;VCAN;CISD1;CAB39L;PIN4;MT1X	CD274	0.04404662576792697
ifn_jak_stat_response	ifn_jak_stat_response_R019	12	MXD1;TYRP1;THAP12;EIF3J;HMGN2;KTN1;SMC2;PACS1;LAMB1;NUAK2;STX16;LRR1	CD274	0.039697378497220145
ifn_jak_stat_response	ifn_jak_stat_response_R020	12	RIPPLY2;PLXNC1;AKAP13;THOC7;SSR2;RAC1;CCDC88A;MPDZ;YIPF3;SLC12A7;GPX8;ADIPOR1	CD274	-0.0016402585937607792
ifn_jak_stat_response	ifn_jak_stat_response_R021	12	TRIM68;PTCH2;MMP3;COPS8;EIF3K;LMNA;SNRNP40;KBTBD2;SZRD1;RBM43;TMEM9B;DCTD	CD274	0.004783947679717319
ifn_jak_stat_response	ifn_jak_stat_response_R022	12	DLG4;ZNF676;SMUG1;KRT8;UBL5;LGALS3;VCL;NOA1;KXD1;CNTNAP3;AKIP1;PLEKHA3	CD274	-0.0646953612667849
ifn_jak_stat_response	ifn_jak_stat_response_R023	12	DEF6;BEND3;FTSJ1;APRT;UBE2E3;PGK1;FAM50A;C7orf26;TNFRSF1A;ARRDC1;AKIP1;UHMK1	CD274	0.051335619426538324
ifn_jak_stat_response	ifn_jak_stat_response_R024	12	CYP2U1;ZNF487;BRD9;NDUFS8;SEC11A;IER3;GMPS;B4GAT1;GOPC;KCTD6;PAPSS1;NDUFAF4	CD274	-0.02520016221956114
ifn_jak_stat_response	ifn_jak_stat_response_R025	12	AC007038.2;JAM3;ERBIN;GLRX;EIF3E;IL1B;ACAT2;CEP104;GOT2;ZNF71;C16orf91;DCTD	CD274	-0.05495506508151173
ifn_jak_stat_response	ifn_jak_stat_response_R026	12	ZIK1;NKX6-1;BRD9;NDUFA5;BUD23;PFDN2;ILK;HYLS1;CHTOP;DNAJC16;BTBD3;ADIPOR1	CD274	0.0018540193078471112
ifn_jak_stat_response	ifn_jak_stat_response_R027	12	DLG4;ZNF77;MMD;VCP;RAB13;TMA7;PRSS23;TRIP4;HIKESHI;ZSCAN9;CRIM1;ROCK2	CD274	-0.03643577609244737
ifn_jak_stat_response	ifn_jak_stat_response_R028	12	DUSP2;ARIH2OS;MED13;GNAI2;SAT1;TMBIM6;PFKP;TRIO;DYNC1LI1;SPOPL;ZFAND6;ZMAT2	CD274	0.015598426667601544
ifn_jak_stat_response	ifn_jak_stat_response_R029	12	TRPM2-AS;CDHR3;NECAB3;RBX1;HMGN2;EIF5A;NME3;PACS1;ECH1;ZNF566;INTS13;XPO1	CD274	0.020314267445604134
ifn_jak_stat_response	ifn_jak_stat_response_R030	12	MAN1B1-DT;AC093677.2;LYRM1;CD59;CCT2;MYL12A;RSRC2;NUDT16;CDC5L;FBXW9;SPPL2A;MRPS22	CD274	-0.018315006152819252
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R001	6	TOB2;SNX6;RAB40B;ARL6IP4;OXSM;RCC1	CD274	0.01720703823327622
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R002	6	BCAT1;MGAT1;LTBP4;MORF4L1;ARRDC1-AS1;NCBP3	CD274	-0.03218847225145387
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R003	6	TMEM50B;SNHG25;C10orf88;SRGN;OAT;RIT1	CD274	0.014817429232945944
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R004	6	ZNF680;LAMC1;PTPRU;RAB34;TSPYL1;PMVK	CD274	-0.08301065699697774
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R005	6	C7orf26;UTP11;C18orf32;NDUFA6;CNTRL;SMAD5	CD274	-0.03731946745204443
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R006	6	NBAS;SELENOH;ZNF468;XRN2;DXO;STAMBP	CD274	-0.011490942351712857
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R007	6	TCF19;RPS17;PRKX;RAB5C;PEX13;GPN1	CD274	0.0168740199038174
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R008	6	ZNF680;VEGFA;SNX25;IFI16;SCLY;R3HCC1	CD274	0.08715523218897854
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R009	6	LMAN2L;MSANTD3;ZNF45;COA1;ARRDC1-AS1;SAMM50	CD274	-0.017721519877372503
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R010	6	LMAN2L;RSF1;ZNF202;CNIH4;NDUFAF1;DNAJC9	CD274	0.004718716584305633
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R011	6	HYLS1;TSFM;AP005329.3;RHOA;SRGAP2;TUT4	CD274	-0.05379163694276316
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R012	6	LSM14B;RABAC1;RAB40B;PERP;ZBTB24;PTCD3	CD274	-0.07453856114518273
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R013	6	GZF1;UTP11;TLR6;SLC25A6;ZNF430;FAM162A	CD274	-0.06382057024883192
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R014	6	SMARCA2;GDI2;ZFP90;SRSF2;RNGTT;PLOD1	CD274	0.005036721490302844
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R015	6	NUDT16;CDKN2AIPNL;TMEM56;DCBLD2;SYMPK;POLR2D	CD274	-0.046492287476930294
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R016	6	TRIP4;TRIM16;RPP21;DUSP4;TEDC2;CYREN	CD274	-0.053247305713743476
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R017	6	PPWD1;DCTN2;ZNF468;KPNA2;RNF135;PABPN1	CD274	0.03432635255308059
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R018	6	SOCS1;MRPL19;BAHCC1;LSM7;HOXA3;CEP290	CD274	0.06897926464776488
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R019	6	ILF3-DT;GTF2E2;VPS33B;RPL31;TAB2;CYREN	CD274	0.04075559322788053
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R020	6	LTBP1;LSM10;PTPRU;TMCO1;PIGW;SGO1	CD274	-0.030750895685669532
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R021	6	SMARCA2;CLINT1;LRIG1;PTTG1;TRMT61B;GNL1	CD274	-0.03037047211803967
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R022	6	TRAPPC12;NOL11;AL512625.1;RAB5C;KRCC1;SAMD4B	CD274	-0.001058165966189323
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R023	6	LSM14B;DEF8;MAPK11;ARL6IP4;DDX59;MCRS1	CD274	0.017750059105268667
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R024	6	REXO1;SNX6;MANEAL;ADH5;RLIM;MBP	CD274	0.05464123113875066
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R025	6	PHF1;RABAC1;ANKRA2;PDCD6;TMEM120A;SAMM50	CD274	-0.0546013013228351
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R026	6	GALK1;SECTM1;GNE;TMCO1;DPP9;C1R	CD274	0.20950744216151201
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R027	6	DLC1;POLDIP2;GABRA2;LSM7;L3MBTL2;NCBP3	CD274	0.05097523958148345
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R028	6	HES6;CCDC88A;CUL7;TOMM20;RNGTT;UBLCP1	CD274	-0.08015911828261953
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R029	6	PWWP2A;EIF2AK4;MED22;BANF1;SMIM10;NEDD4	CD274	-0.035013821015447144
t_cell_interaction_or_cytokine_response	t_cell_interaction_or_cytokine_response_R030	6	FASTKD5;MGAT1;INTS9;AP1S1;WIPF1;PMVK	CD274	-0.001563025676514892
